outside_temp,outside_humidity,inside_temp,inside_humidity,username,date,time
74.1,83.8,69.8,81.9,qsawyer,15-08-31,06
79.8,69.1,79.8,64.5,qsawyer,15-08-31,12
81.5,50.6,78.9,43.9,qsawyer,15-08-31,18
73.0,89.7,71.9,86.0,qsawyer,15-09-01,00
76.7,52.9,73.6,49.6,qsawyer,15-09-01,06
94.0,50.4,87.8,48.3,qsawyer,15-09-01,12
87.2,60.8,84.4,53.1,qsawyer,15-09-01,18
89.9,78.9,84.0,76.2,qsawyer,15-09-02,00
89.0,69.4,84.7,69.4,qsawyer,15-09-02,06
74.3,55.4,70.7,53.2,qsawyer,15-09-02,12
74.8,61.4,74.8,60.6,qsawyer,15-09-02,18
77.4,72.5,75.5,67.8,qsawyer,15-09-03,00
93.9,85.1,89.0,85.0,qsawyer,15-09-03,06
85.8,55.3,85.8,52.7,qsawyer,15-09-03,12
84.5,78.7,79.2,76.9,qsawyer,15-09-03,18
77.1,70.0,70.2,70.0,qsawyer,15-09-04,00
89.3,66.2,85.6,62.9,qsawyer,15-09-04,06
78.4,65.8,77.0,65.8,qsawyer,15-09-04,12
73.0,61.5,71.2,61.5,qsawyer,15-09-04,18
84.7,71.5,82.2,69.9,qsawyer,15-09-05,00
84.9,71.3,81.8,65.1,qsawyer,15-09-05,06
88.3,52.1,83.9,49.2,qsawyer,15-09-05,12
82.1,75.3,80.5,65.9,qsawyer,15-09-05,18
91.6,72.7,87.0,69.8,qsawyer,15-09-06,00
85.3,87.2,82.5,80.6,qsawyer,15-09-06,06
75.4,55.2,69.7,55.2,qsawyer,15-09-06,12
73.2,77.4,72.5,77.2,qsawyer,15-09-06,18
85.8,52.8,85.7,51.5,qsawyer,15-09-07,00
76.8,73.9,76.2,72.4,qsawyer,15-09-07,06
71.7,93.2,70.8,92.7,qsawyer,15-09-07,12
77.3,84.1,75.1,83.6,qsawyer,15-09-07,18
92.8,89.0,89.1,88.5,sullivancarlos,15-01-01,00
77.8,65.0,77.1,65.0,sullivancarlos,15-01-01,06
82.7,51.6,75.9,51.1,sullivancarlos,15-01-01,12
90.5,90.3,89.5,86.1,sullivancarlos,15-01-01,18
93.6,92.6,92.3,92.3,sullivancarlos,15-01-02,00
95.0,89.1,94.8,88.9,sullivancarlos,15-01-02,06
82.6,87.1,80.8,85.2,sullivancarlos,15-01-02,12
85.0,54.6,85.0,46.3,sullivancarlos,15-01-02,18
90.0,53.1,81.6,46.9,sullivancarlos,15-01-03,00
72.0,94.3,71.7,93.7,sullivancarlos,15-01-03,06
85.5,55.9,82.9,55.1,sullivancarlos,15-01-03,12
91.4,67.8,91.4,65.7,sullivancarlos,15-01-03,18
88.9,50.5,88.5,42.1,sullivancarlos,15-01-04,00
72.2,58.3,63.3,58.3,sullivancarlos,15-01-04,06
81.4,59.2,81.4,58.7,sullivancarlos,15-01-04,12
74.4,57.0,73.7,56.4,sullivancarlos,15-01-04,18
94.3,53.8,94.3,53.6,sullivancarlos,15-01-05,00
79.3,89.5,73.3,86.7,sullivancarlos,15-01-05,06
90.5,56.5,88.9,55.6,sullivancarlos,15-01-05,12
87.7,71.1,87.7,68.8,sullivancarlos,15-01-05,18
71.2,91.7,71.2,90.9,sullivancarlos,15-01-06,00
93.8,89.7,87.5,88.1,sullivancarlos,15-01-06,06
86.0,69.0,82.9,69.0,sullivancarlos,15-01-06,12
80.8,59.5,72.3,55.4,sullivancarlos,15-01-06,18
80.4,89.9,76.6,86.3,sullivancarlos,15-01-07,00
74.6,86.6,73.5,82.9,sullivancarlos,15-01-07,06
94.7,63.7,93.8,59.1,sullivancarlos,15-01-07,12
70.4,75.7,70.4,74.6,sullivancarlos,15-01-07,18
82.4,95.0,81.6,91.6,sullivancarlos,15-01-08,00
81.7,50.0,80.0,41.7,sullivancarlos,15-01-08,06
74.7,86.4,74.1,85.2,sullivancarlos,15-01-08,12
70.3,61.9,70.1,61.9,sullivancarlos,15-01-08,18
79.6,79.3,78.6,77.4,sullivancarlos,15-01-09,00
92.5,71.1,88.5,65.4,sullivancarlos,15-01-09,06
85.6,91.9,85.1,91.3,sullivancarlos,15-01-09,12
75.3,56.3,74.6,55.9,sullivancarlos,15-01-09,18
77.7,75.2,77.0,73.0,sullivancarlos,15-01-10,00
81.9,81.9,78.9,80.0,sullivancarlos,15-01-10,06
92.1,83.0,91.5,79.0,sullivancarlos,15-01-10,12
92.7,63.6,89.9,63.6,sullivancarlos,15-01-10,18
73.5,59.5,71.2,58.9,sullivancarlos,15-01-11,00
70.6,51.3,64.4,48.2,sullivancarlos,15-01-11,06
70.0,59.9,65.5,59.6,sullivancarlos,15-01-11,12
74.5,57.9,70.5,50.1,sullivancarlos,15-01-11,18
93.2,89.1,92.9,88.7,sullivancarlos,15-01-12,00
78.4,81.6,76.7,79.3,sullivancarlos,15-01-12,06
82.9,76.6,80.8,69.8,sullivancarlos,15-01-12,12
76.0,94.6,75.8,91.9,sullivancarlos,15-01-12,18
89.2,71.2,84.6,70.6,sullivancarlos,15-01-13,00
73.3,61.6,72.7,59.0,sullivancarlos,15-01-13,06
76.6,91.6,75.4,88.0,sullivancarlos,15-01-13,12
75.3,80.0,74.3,71.5,sullivancarlos,15-01-13,18
78.0,50.3,74.3,48.7,sullivancarlos,15-01-14,00
75.4,79.7,74.5,75.7,sullivancarlos,15-01-14,06
79.1,84.2,72.1,83.1,sullivancarlos,15-01-14,12
88.8,68.0,87.3,68.0,sullivancarlos,15-01-14,18
71.8,54.7,68.5,52.0,sullivancarlos,15-01-15,00
86.8,58.1,84.2,51.3,sullivancarlos,15-01-15,06
81.1,93.0,77.7,90.0,sullivancarlos,15-01-15,12
92.8,83.0,88.1,82.4,sullivancarlos,15-01-15,18
94.8,86.5,93.7,78.7,sullivancarlos,15-01-16,00
92.5,82.5,91.6,76.3,sullivancarlos,15-01-16,06
92.3,59.8,91.8,59.8,sullivancarlos,15-01-16,12
85.2,81.7,85.2,78.5,sullivancarlos,15-01-16,18
89.3,86.9,82.1,86.5,sullivancarlos,15-01-17,00
71.3,89.0,71.3,88.6,sullivancarlos,15-01-17,06
92.4,89.0,92.4,87.9,sullivancarlos,15-01-17,12
71.1,55.2,68.4,53.0,sullivancarlos,15-01-17,18
77.7,73.2,76.0,72.7,sullivancarlos,15-01-18,00
94.2,90.0,87.7,90.0,sullivancarlos,15-01-18,06
80.1,59.9,74.7,58.7,sullivancarlos,15-01-18,12
72.8,63.0,71.8,55.4,sullivancarlos,15-01-18,18
85.9,58.1,83.9,54.5,sullivancarlos,15-01-19,00
79.1,79.2,76.4,74.4,sullivancarlos,15-01-19,06
84.0,94.7,81.0,94.5,sullivancarlos,15-01-19,12
72.3,74.0,68.5,71.3,sullivancarlos,15-01-19,18
82.7,91.3,81.1,87.7,sullivancarlos,15-01-20,00
76.4,70.8,74.7,67.5,sullivancarlos,15-01-20,06
78.6,63.5,78.2,63.5,sullivancarlos,15-01-20,12
90.3,84.0,90.3,84.0,sullivancarlos,15-01-20,18
75.6,57.0,75.6,57.0,sullivancarlos,15-01-21,00
71.0,58.4,70.6,52.6,sullivancarlos,15-01-21,06
81.2,85.9,79.2,85.7,sullivancarlos,15-01-21,12
83.7,57.2,83.7,57.2,sullivancarlos,15-01-21,18
74.0,69.4,71.7,66.5,sullivancarlos,15-01-22,00
88.4,54.5,88.4,46.4,sullivancarlos,15-01-22,06
77.7,86.6,77.7,82.4,sullivancarlos,15-01-22,12
89.1,88.2,86.0,87.2,sullivancarlos,15-01-22,18
75.1,56.2,72.3,53.2,sullivancarlos,15-01-23,00
82.4,60.3,81.7,56.7,sullivancarlos,15-01-23,06
91.0,57.2,90.9,57.0,sullivancarlos,15-01-23,12
86.0,73.7,84.7,72.3,sullivancarlos,15-01-23,18
78.3,53.2,75.0,53.1,sullivancarlos,15-01-24,00
74.8,57.1,74.8,53.2,sullivancarlos,15-01-24,06
75.4,75.6,74.3,69.6,sullivancarlos,15-01-24,12
88.1,55.8,83.6,54.4,sullivancarlos,15-01-24,18
85.6,63.5,84.4,59.4,sullivancarlos,15-01-25,00
89.3,64.4,87.8,61.3,sullivancarlos,15-01-25,06
78.1,86.3,77.8,79.9,sullivancarlos,15-01-25,12
74.2,94.8,73.1,94.8,sullivancarlos,15-01-25,18
93.7,85.7,91.5,79.9,sullivancarlos,15-01-26,00
95.0,64.0,94.4,56.4,sullivancarlos,15-01-26,06
77.2,85.0,77.0,85.0,sullivancarlos,15-01-26,12
75.9,52.7,73.2,52.7,sullivancarlos,15-01-26,18
76.0,92.5,75.0,91.8,sullivancarlos,15-01-27,00
84.7,68.5,81.0,68.5,sullivancarlos,15-01-27,06
86.4,78.4,85.0,76.7,sullivancarlos,15-01-27,12
76.6,55.5,75.3,55.5,sullivancarlos,15-01-27,18
78.5,61.5,76.8,61.5,sullivancarlos,15-01-28,00
81.8,73.5,80.7,67.4,sullivancarlos,15-01-28,06
86.0,83.8,79.7,79.9,sullivancarlos,15-01-28,12
71.7,66.8,71.7,64.8,sullivancarlos,15-01-28,18
70.0,78.3,69.3,72.6,sullivancarlos,15-01-29,00
86.2,80.6,82.3,75.6,sullivancarlos,15-01-29,06
70.7,74.0,70.5,69.6,sullivancarlos,15-01-29,12
89.3,50.1,86.5,40.2,sullivancarlos,15-01-29,18
76.6,67.6,76.6,65.5,sullivancarlos,15-01-30,00
94.7,83.1,94.4,81.8,sullivancarlos,15-01-30,06
84.7,82.4,82.0,80.1,sullivancarlos,15-01-30,12
88.2,85.7,87.8,84.0,sullivancarlos,15-01-30,18
78.5,75.0,77.3,75.0,sullivancarlos,15-01-31,00
84.5,56.8,78.4,55.4,sullivancarlos,15-01-31,06
94.7,89.5,94.1,88.5,sullivancarlos,15-01-31,12
93.1,84.1,90.7,84.1,sullivancarlos,15-01-31,18
76.6,70.4,72.0,69.8,sullivancarlos,15-02-01,00
93.4,92.6,91.0,84.8,sullivancarlos,15-02-01,06
92.9,81.7,85.6,81.7,sullivancarlos,15-02-01,12
70.0,56.2,69.0,53.4,sullivancarlos,15-02-01,18
70.5,91.4,68.0,90.0,sullivancarlos,15-02-02,00
84.9,89.5,80.5,88.7,sullivancarlos,15-02-02,06
92.1,71.7,91.1,70.3,sullivancarlos,15-02-02,12
92.3,83.9,89.6,81.9,sullivancarlos,15-02-02,18
94.9,53.6,94.7,51.7,sullivancarlos,15-02-03,00
94.6,71.7,94.6,70.4,sullivancarlos,15-02-03,06
80.7,89.9,79.5,82.3,sullivancarlos,15-02-03,12
80.8,59.8,80.8,59.2,sullivancarlos,15-02-03,18
71.4,62.6,70.7,62.6,sullivancarlos,15-02-04,00
83.0,51.3,78.4,49.7,sullivancarlos,15-02-04,06
70.5,88.2,69.8,80.7,sullivancarlos,15-02-04,12
93.4,64.2,93.4,63.5,sullivancarlos,15-02-04,18
90.3,90.3,85.8,84.9,sullivancarlos,15-02-05,00
77.1,76.1,76.2,73.9,sullivancarlos,15-02-05,06
88.5,82.1,81.1,81.9,sullivancarlos,15-02-05,12
78.7,58.6,72.6,56.3,sullivancarlos,15-02-05,18
71.8,63.3,67.4,55.9,sullivancarlos,15-02-06,00
94.1,72.2,93.1,71.6,sullivancarlos,15-02-06,06
79.7,70.2,79.7,66.9,sullivancarlos,15-02-06,12
74.1,77.3,66.0,75.8,sullivancarlos,15-02-06,18
71.9,64.0,68.5,63.1,sullivancarlos,15-02-07,00
83.3,83.4,83.1,82.0,sullivancarlos,15-02-07,06
86.3,54.0,86.3,53.1,sullivancarlos,15-02-07,12
90.5,54.7,83.9,52.8,sullivancarlos,15-02-07,18
70.1,72.5,67.5,72.5,sullivancarlos,15-02-08,00
76.9,91.3,68.2,84.9,sullivancarlos,15-02-08,06
90.6,69.0,86.8,69.0,sullivancarlos,15-02-08,12
90.2,65.9,87.2,63.8,sullivancarlos,15-02-08,18
83.1,77.6,81.7,77.6,sullivancarlos,15-02-09,00
74.9,68.0,71.4,66.9,sullivancarlos,15-02-09,06
72.3,70.5,68.9,70.5,sullivancarlos,15-02-09,12
89.3,74.2,88.8,73.9,sullivancarlos,15-02-09,18
76.8,76.7,74.4,75.4,sullivancarlos,15-02-10,00
78.2,92.5,76.8,90.8,sullivancarlos,15-02-10,06
81.0,61.0,71.4,61.0,sullivancarlos,15-02-10,12
72.0,52.1,70.8,51.8,sullivancarlos,15-02-10,18
76.4,66.6,73.8,64.6,sullivancarlos,15-02-11,00
75.5,76.9,75.5,72.9,sullivancarlos,15-02-11,06
81.6,90.4,79.1,82.9,sullivancarlos,15-02-11,12
77.2,77.7,74.7,75.3,sullivancarlos,15-02-11,18
80.1,89.1,76.7,82.9,sullivancarlos,15-02-12,00
73.4,57.7,68.8,56.9,sullivancarlos,15-02-12,06
90.4,86.2,89.5,85.5,sullivancarlos,15-02-12,12
78.6,64.7,74.0,58.1,sullivancarlos,15-02-12,18
76.2,78.9,73.2,75.0,sullivancarlos,15-02-13,00
75.9,91.3,67.9,90.5,sullivancarlos,15-02-13,06
81.1,62.4,80.9,61.9,sullivancarlos,15-02-13,12
71.5,63.5,67.6,62.1,sullivancarlos,15-02-13,18
70.8,58.5,65.3,53.6,sullivancarlos,15-02-14,00
78.2,61.7,71.9,56.7,sullivancarlos,15-02-14,06
72.3,68.7,69.7,67.7,sullivancarlos,15-02-14,12
71.3,87.0,71.1,85.0,sullivancarlos,15-02-14,18
79.5,56.8,79.1,54.3,sullivancarlos,15-02-15,00
94.0,82.6,89.7,81.9,sullivancarlos,15-02-15,06
93.4,65.0,89.6,64.1,sullivancarlos,15-02-15,12
77.7,57.3,74.4,55.7,sullivancarlos,15-02-15,18
86.9,77.0,82.8,75.0,sullivancarlos,15-02-16,00
74.0,88.0,73.1,86.8,sullivancarlos,15-02-16,06
94.7,69.5,93.7,69.5,sullivancarlos,15-02-16,12
84.6,83.6,83.3,79.6,sullivancarlos,15-02-16,18
71.7,61.0,71.6,59.1,sullivancarlos,15-02-17,00
85.9,70.0,85.8,68.4,sullivancarlos,15-02-17,06
89.6,94.7,88.2,90.1,sullivancarlos,15-02-17,12
76.9,87.9,73.6,80.8,sullivancarlos,15-02-17,18
85.0,84.9,85.0,75.6,sullivancarlos,15-02-18,00
78.6,77.1,77.1,70.9,sullivancarlos,15-02-18,06
70.5,78.5,70.2,77.6,sullivancarlos,15-02-18,12
72.9,93.1,72.6,92.3,sullivancarlos,15-02-18,18
70.1,92.0,67.0,89.0,sullivancarlos,15-02-19,00
88.9,78.7,85.9,72.9,sullivancarlos,15-02-19,06
72.5,72.3,71.4,66.4,sullivancarlos,15-02-19,12
87.0,71.3,87.0,70.6,sullivancarlos,15-02-19,18
94.8,76.1,86.0,76.0,sullivancarlos,15-02-20,00
81.8,82.9,77.9,82.4,sullivancarlos,15-02-20,06
93.2,55.3,88.4,51.3,sullivancarlos,15-02-20,12
75.4,93.0,72.0,87.4,sullivancarlos,15-02-20,18
90.9,57.8,86.6,56.8,sullivancarlos,15-02-21,00
76.6,50.1,73.3,42.4,sullivancarlos,15-02-21,06
89.2,56.3,85.5,54.9,sullivancarlos,15-02-21,12
90.9,86.1,89.9,86.1,sullivancarlos,15-02-21,18
80.4,84.4,79.5,82.8,sullivancarlos,15-02-22,00
81.3,84.7,78.0,82.7,sullivancarlos,15-02-22,06
93.0,94.1,91.9,89.9,sullivancarlos,15-02-22,12
94.2,54.2,94.2,54.2,sullivancarlos,15-02-22,18
75.0,72.5,71.7,66.4,sullivancarlos,15-02-23,00
87.5,61.2,81.9,58.6,sullivancarlos,15-02-23,06
76.5,57.0,73.2,56.5,sullivancarlos,15-02-23,12
85.1,63.0,83.3,62.0,sullivancarlos,15-02-23,18
89.3,90.3,88.5,88.8,sullivancarlos,15-02-24,00
91.0,77.0,90.4,76.0,sullivancarlos,15-02-24,06
92.5,73.3,88.3,73.2,sullivancarlos,15-02-24,12
84.1,59.5,79.0,53.2,sullivancarlos,15-02-24,18
93.0,81.2,92.8,73.8,sullivancarlos,15-02-25,00
92.6,80.8,90.6,72.4,sullivancarlos,15-02-25,06
86.8,54.5,86.3,54.4,sullivancarlos,15-02-25,12
90.4,68.1,85.1,63.4,sullivancarlos,15-02-25,18
71.2,85.8,67.0,83.2,sullivancarlos,15-02-26,00
80.8,70.0,79.9,70.0,sullivancarlos,15-02-26,06
78.5,60.3,77.5,60.1,sullivancarlos,15-02-26,12
87.3,56.0,82.6,54.5,sullivancarlos,15-02-26,18
88.9,60.4,88.9,60.4,sullivancarlos,15-02-27,00
84.9,52.6,81.4,48.8,sullivancarlos,15-02-27,06
79.9,50.0,78.0,46.8,sullivancarlos,15-02-27,12
81.4,78.9,76.3,75.4,sullivancarlos,15-02-27,18
85.8,85.4,85.4,81.5,sullivancarlos,15-02-28,00
85.0,84.3,84.7,83.0,sullivancarlos,15-02-28,06
83.4,51.1,80.2,43.9,sullivancarlos,15-02-28,12
80.6,68.1,77.2,66.0,sullivancarlos,15-02-28,18
74.0,50.7,73.6,50.0,sullivancarlos,15-03-01,00
82.6,66.1,82.0,64.0,sullivancarlos,15-03-01,06
79.4,58.2,78.3,56.8,sullivancarlos,15-03-01,12
83.6,80.3,81.9,80.0,sullivancarlos,15-03-01,18
70.3,60.0,69.7,58.7,sullivancarlos,15-03-02,00
76.1,59.4,74.1,59.4,sullivancarlos,15-03-02,06
76.2,72.4,76.1,71.2,sullivancarlos,15-03-02,12
74.0,69.8,73.8,66.5,sullivancarlos,15-03-02,18
88.9,73.0,85.7,72.2,sullivancarlos,15-03-03,00
71.7,87.9,71.2,79.4,sullivancarlos,15-03-03,06
70.1,61.3,69.8,57.2,sullivancarlos,15-03-03,12
88.5,88.4,82.4,88.1,sullivancarlos,15-03-03,18
91.9,67.2,90.3,67.2,sullivancarlos,15-03-04,00
85.4,58.8,84.9,57.8,sullivancarlos,15-03-04,06
94.2,88.6,85.6,87.9,sullivancarlos,15-03-04,12
87.5,85.8,86.7,83.1,sullivancarlos,15-03-04,18
90.5,50.9,84.6,50.5,sullivancarlos,15-03-05,00
77.8,72.1,77.8,67.2,sullivancarlos,15-03-05,06
86.2,60.3,82.8,58.7,sullivancarlos,15-03-05,12
76.8,91.1,68.0,86.5,sullivancarlos,15-03-05,18
86.7,76.7,86.7,75.7,sullivancarlos,15-03-06,00
84.3,81.9,84.3,79.9,sullivancarlos,15-03-06,06
77.8,69.6,73.4,68.6,sullivancarlos,15-03-06,12
93.2,90.7,89.3,88.2,sullivancarlos,15-03-06,18
84.3,65.3,80.0,60.0,sullivancarlos,15-03-07,00
85.2,73.7,80.9,70.7,sullivancarlos,15-03-07,06
89.8,67.4,88.7,67.4,sullivancarlos,15-03-07,12
93.9,70.4,91.2,68.8,sullivancarlos,15-03-07,18
86.4,70.7,86.2,65.0,sullivancarlos,15-03-08,00
74.1,51.5,73.3,48.8,sullivancarlos,15-03-08,06
85.0,59.8,85.0,55.7,sullivancarlos,15-03-08,12
92.4,69.4,91.8,66.4,sullivancarlos,15-03-08,18
88.3,80.9,87.4,72.9,sullivancarlos,15-03-09,00
92.8,83.8,90.1,81.2,sullivancarlos,15-03-09,06
85.8,78.8,85.4,74.2,sullivancarlos,15-03-09,12
72.5,72.5,70.1,72.5,sullivancarlos,15-03-09,18
81.3,78.8,76.3,77.5,sullivancarlos,15-03-10,00
88.9,91.2,85.0,81.3,sullivancarlos,15-03-10,06
93.7,77.4,93.0,72.8,sullivancarlos,15-03-10,12
92.3,72.7,84.6,64.2,sullivancarlos,15-03-10,18
80.8,72.8,80.6,72.8,sullivancarlos,15-03-11,00
81.1,85.5,77.1,85.4,sullivancarlos,15-03-11,06
89.3,65.0,87.6,65.0,sullivancarlos,15-03-11,12
94.8,59.4,93.2,59.4,sullivancarlos,15-03-11,18
75.3,73.9,69.7,73.9,sullivancarlos,15-03-12,00
92.0,57.6,87.1,57.2,sullivancarlos,15-03-12,06
79.6,88.1,75.3,88.1,sullivancarlos,15-03-12,12
86.5,94.7,82.0,94.7,sullivancarlos,15-03-12,18
80.9,94.0,80.4,93.8,sullivancarlos,15-03-13,00
77.3,53.0,73.2,46.7,sullivancarlos,15-03-13,06
80.4,92.8,78.5,91.7,sullivancarlos,15-03-13,12
77.9,57.7,69.2,57.6,sullivancarlos,15-03-13,18
70.3,50.8,70.1,50.8,sullivancarlos,15-03-14,00
72.7,71.3,72.7,71.3,sullivancarlos,15-03-14,06
72.5,59.2,70.9,58.8,sullivancarlos,15-03-14,12
85.5,82.4,78.5,80.2,sullivancarlos,15-03-14,18
93.5,79.1,88.5,76.7,sullivancarlos,15-03-15,00
86.3,83.8,85.0,79.8,sullivancarlos,15-03-15,06
81.4,77.3,75.3,71.3,sullivancarlos,15-03-15,12
80.2,60.9,78.1,58.4,sullivancarlos,15-03-15,18
79.8,88.4,77.0,87.8,sullivancarlos,15-03-16,00
86.3,71.5,80.8,71.2,sullivancarlos,15-03-16,06
76.9,74.3,73.8,71.0,sullivancarlos,15-03-16,12
88.2,66.0,87.5,66.0,sullivancarlos,15-03-16,18
81.8,68.2,81.8,59.3,sullivancarlos,15-03-17,00
86.7,61.1,84.4,58.3,sullivancarlos,15-03-17,06
83.5,83.9,83.5,82.1,sullivancarlos,15-03-17,12
92.5,67.0,90.5,63.4,sullivancarlos,15-03-17,18
89.8,70.7,86.3,66.6,sullivancarlos,15-03-18,00
87.3,73.2,87.3,69.6,sullivancarlos,15-03-18,06
90.3,79.8,90.1,77.9,sullivancarlos,15-03-18,12
73.3,57.5,73.3,57.1,sullivancarlos,15-03-18,18
78.3,92.6,78.3,91.1,sullivancarlos,15-03-19,00
73.7,64.2,68.3,56.4,sullivancarlos,15-03-19,06
90.4,70.6,84.4,70.4,sullivancarlos,15-03-19,12
75.8,67.4,67.4,63.3,sullivancarlos,15-03-19,18
82.0,71.8,79.5,70.9,sullivancarlos,15-03-20,00
86.0,63.3,83.0,63.2,sullivancarlos,15-03-20,06
80.5,68.8,80.1,65.2,sullivancarlos,15-03-20,12
72.8,72.5,63.9,65.0,sullivancarlos,15-03-20,18
90.7,59.0,89.7,59.0,sullivancarlos,15-03-21,00
88.1,55.0,87.0,55.0,sullivancarlos,15-03-21,06
80.8,65.8,74.6,64.9,sullivancarlos,15-03-21,12
79.2,55.4,79.0,54.9,sullivancarlos,15-03-21,18
88.8,82.2,88.2,74.1,sullivancarlos,15-03-22,00
79.5,51.8,72.6,51.8,sullivancarlos,15-03-22,06
91.9,85.3,87.4,81.8,sullivancarlos,15-03-22,12
81.9,70.2,81.1,66.3,sullivancarlos,15-03-22,18
90.2,90.3,89.9,83.4,sullivancarlos,15-03-23,00
88.4,56.0,82.4,54.4,sullivancarlos,15-03-23,06
75.9,67.7,75.7,66.6,sullivancarlos,15-03-23,12
80.1,70.7,74.3,66.9,sullivancarlos,15-03-23,18
79.0,88.8,78.4,88.8,sullivancarlos,15-03-24,00
85.0,70.8,80.7,69.9,sullivancarlos,15-03-24,06
73.1,54.8,70.9,53.6,sullivancarlos,15-03-24,12
72.1,89.5,67.8,86.0,sullivancarlos,15-03-24,18
78.5,93.0,77.5,89.0,sullivancarlos,15-03-25,00
83.0,82.8,82.8,82.5,sullivancarlos,15-03-25,06
76.2,51.7,68.4,50.0,sullivancarlos,15-03-25,12
84.2,65.9,84.2,64.4,sullivancarlos,15-03-25,18
78.6,55.2,73.8,55.2,sullivancarlos,15-03-26,00
89.8,93.0,89.3,90.3,sullivancarlos,15-03-26,06
91.0,64.4,91.0,62.2,sullivancarlos,15-03-26,12
95.0,55.7,93.0,55.6,sullivancarlos,15-03-26,18
87.1,75.1,86.3,73.5,sullivancarlos,15-03-27,00
78.9,54.4,78.0,50.0,sullivancarlos,15-03-27,06
84.3,94.1,84.3,90.2,sullivancarlos,15-03-27,12
75.6,91.4,69.6,89.7,sullivancarlos,15-03-27,18
81.8,64.8,74.0,64.2,sullivancarlos,15-03-28,00
77.0,72.7,74.0,68.5,sullivancarlos,15-03-28,06
72.6,72.0,71.3,70.7,sullivancarlos,15-03-28,12
72.0,67.3,69.5,64.3,sullivancarlos,15-03-28,18
94.7,63.5,93.9,62.9,sullivancarlos,15-03-29,00
88.1,86.5,82.7,85.3,sullivancarlos,15-03-29,06
86.5,62.5,82.0,60.4,sullivancarlos,15-03-29,12
92.3,51.1,89.4,49.3,sullivancarlos,15-03-29,18
72.1,80.0,71.7,72.3,sullivancarlos,15-03-30,00
88.7,80.8,84.7,79.2,sullivancarlos,15-03-30,06
80.6,64.2,76.0,64.2,sullivancarlos,15-03-30,12
78.2,62.3,74.5,56.1,sullivancarlos,15-03-30,18
75.0,50.5,74.1,50.5,sullivancarlos,15-03-31,00
72.2,66.4,71.6,65.6,sullivancarlos,15-03-31,06
70.8,55.1,70.6,53.7,sullivancarlos,15-03-31,12
74.8,69.4,73.9,68.9,sullivancarlos,15-03-31,18
92.5,68.7,91.9,62.3,sullivancarlos,15-04-01,00
88.8,71.7,83.5,69.2,sullivancarlos,15-04-01,06
74.9,73.6,73.6,70.2,sullivancarlos,15-04-01,12
88.4,71.0,86.5,71.0,sullivancarlos,15-04-01,18
92.2,77.0,92.2,75.6,sullivancarlos,15-04-02,00
75.5,53.6,71.5,51.9,sullivancarlos,15-04-02,06
93.6,60.0,93.1,55.1,sullivancarlos,15-04-02,12
72.7,62.0,66.8,60.8,sullivancarlos,15-04-02,18
83.2,71.7,78.4,71.0,sullivancarlos,15-04-03,00
90.1,68.7,89.4,68.0,sullivancarlos,15-04-03,06
88.5,69.4,88.5,68.9,sullivancarlos,15-04-03,12
76.5,88.4,73.7,87.1,sullivancarlos,15-04-03,18
88.5,50.9,88.0,46.8,sullivancarlos,15-04-04,00
80.7,54.0,77.1,47.6,sullivancarlos,15-04-04,06
71.0,74.7,69.7,73.9,sullivancarlos,15-04-04,12
91.9,67.8,90.8,65.6,sullivancarlos,15-04-04,18
78.9,55.3,72.3,52.2,sullivancarlos,15-04-05,00
88.3,86.2,87.9,84.8,sullivancarlos,15-04-05,06
75.2,78.6,75.2,78.0,sullivancarlos,15-04-05,12
79.4,60.3,76.1,58.0,sullivancarlos,15-04-05,18
72.8,51.7,72.2,46.8,sullivancarlos,15-04-06,00
88.1,50.0,86.1,49.0,sullivancarlos,15-04-06,06
81.8,60.7,77.0,58.9,sullivancarlos,15-04-06,12
74.5,89.6,69.8,86.5,sullivancarlos,15-04-06,18
73.0,94.9,71.0,86.2,sullivancarlos,15-04-07,00
86.1,76.8,83.0,74.2,sullivancarlos,15-04-07,06
81.1,80.6,81.1,79.0,sullivancarlos,15-04-07,12
82.8,60.0,81.9,55.6,sullivancarlos,15-04-07,18
82.5,79.2,78.6,74.3,sullivancarlos,15-04-08,00
80.2,82.9,80.2,80.3,sullivancarlos,15-04-08,06
83.6,70.5,78.8,62.1,sullivancarlos,15-04-08,12
75.6,67.8,72.3,64.4,sullivancarlos,15-04-08,18
87.4,87.1,83.8,85.7,sullivancarlos,15-04-09,00
75.7,67.9,74.5,64.4,sullivancarlos,15-04-09,06
81.8,57.1,81.3,53.2,sullivancarlos,15-04-09,12
73.9,60.6,73.6,58.3,sullivancarlos,15-04-09,18
93.9,86.4,91.2,81.0,sullivancarlos,15-04-10,00
91.6,60.1,87.1,59.4,sullivancarlos,15-04-10,06
94.0,63.8,92.6,61.1,sullivancarlos,15-04-10,12
83.6,82.0,82.6,80.7,sullivancarlos,15-04-10,18
75.2,93.6,75.2,92.1,sullivancarlos,15-04-11,00
70.0,52.5,67.9,49.1,sullivancarlos,15-04-11,06
74.2,79.1,74.1,76.8,sullivancarlos,15-04-11,12
94.4,70.3,94.2,70.3,sullivancarlos,15-04-11,18
72.3,83.5,70.9,82.3,sullivancarlos,15-04-12,00
87.4,67.0,87.0,64.0,sullivancarlos,15-04-12,06
88.9,79.7,86.1,79.2,sullivancarlos,15-04-12,12
